ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,
129,15,12,20,16,20,25,2,2,3,4,4,4,5,5,5,5,5,5,5,2,3,4,4,4,4,2,2,4,2,3,2,2,2,4,3,2,4,4,2,2,2,2,1,3,0,4,5,.,5,2,8,1,
130,16,16,9,9,16,16,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,4,4,4,4,2,3,4,2,2,2,1,4,2,3,2,4,4,5,6,1,1,1,2,1,1,6,4,5,0,7,1,
131,20,9,4,25,25,25,2,3,3,4,4,4,4,4,4,4,4,4,5,2,2,4,5,3,3,3,3,5,3,2,2,4,2,4,2,2,4,3,3,5,2,2,1,3,0,2,2,.,5,2,5,2,
132,25,16,9,5,4,15,1,1,2,2,3,3,4,4,4,4,5,5,5,2,3,4,5,5,3,1,1,5,3,1,1,1,2,4,4,2,4,4,7,3,1,1,1,2,0,2,6,6,3,2,8,1,
133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,5,1,1,5,1,1,1,2,4,5,5,1,5,1,2,5,1,1,1,2,0,3,1,2,5,1,4,1,
134,25,2,9,25,25,16,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,4,4,3,4,3,3,5,3,2,2,1,3,5,2,3,4,4,2,5,2,2,1,2,0,1,4,.,4,1,6,1,
135,16,9,15,25,6,20,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,4,4,4,1,1,4,1,5,4,1,3,3,3,4,4,5,3,2,2,1,1,2,1,2,2,1,2,2,4,1,
136,12,16,9,16,12,20,3,3,3,3,4,5,5,5,5,5,5,5,4,3,2,2,3,2,5,2,2,4,2,2,2,2,4,2,2,2,2,5,4,5,1,1,1,3,0,3,2,2,4,1,5,1,
137,9,16,25,8,16,12,1,1,2,2,3,4,4,4,4,4,4,4,4,2,2,2,4,4,5,1,4,5,1,2,2,2,4,2,2,4,4,5,2,3,1,2,1,2,0,2,6,.,2,1,4,1,
138,10,10,4,15,6,15,4,3,2,1,1,1,1,1,1,1,1,1,5,1,3,3,3,1,3,2,2,3,3,3,3,1,3,2,1,3,3,4,4,2,2,2,1,2,0,2,2,.,5,1,3,2,
139,12,16,15,6,15,16,1,1,1,2,2,2,2,2,2,3,3,3,4,2,3,4,4,4,4,1,2,5,2,3,2,2,5,2,3,2,3,4,4,4,1,1,1,2,2,2,4,3,2,1,6,1,
140,12,20,20,3,25,5,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,4,4,2,2,2,5,5,3,1,2,3,3,4,4,5,2,3,1,1,1,2,1,2,6,4,3,1,7,1,
141,25,8,16,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,3,5,1,1,4,1,1,1,2,5,4,2,1,3,5,5,4,1,1,1,2,0,2,4,3,2,2,8,1,
142,9,16,6,16,9,16,2,2,2,3,3,3,4,4,4,4,4,5,3,2,3,3,4,2,5,1,1,1,1,4,1,1,4,2,2,3,3,4,6,2,1,2,1,4,2,2,5,.,5,3,8,1,
143,12,16,16,9,20,12,3,3,3,4,4,4,4,4,4,5,5,5,5,1,1,5,5,5,5,1,5,5,4,1,1,1,5,5,4,2,4,4,3,5,1,1,1,3,0,2,5,5,5,3,8,1,
144,15,9,16,8,16,8,3,3,3,4,4,5,5,5,5,5,5,5,4,2,2,4,5,2,5,2,3,4,2,2,2,2,5,3,1,3,2,4,4,2,1,2,1,2,0,2,4,.,5,1,2,1,
145,20,12,9,9,10,10,3,3,4,4,4,4,4,5,5,5,5,5,4,2,3,4,4,4,5,1,3,4,1,1,2,1,2,2,3,4,4,4,5,5,1,1,1,3,0,3,6,2,5,1,6,1,
146,20,9,12,12,20,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,5,5,5,1,2,4,1,1,1,1,5,4,4,5,5,5,4,3,1,1,1,2,1,1,5,1,5,1,6,1,
147,12,15,15,5,12,25,4,4,4,4,4,5,5,5,5,5,5,5,5,1,2,4,2,3,5,5,2,1,1,1,2,1,3,1,2,2,3,5,4,3,2,2,1,1,0,1,5,.,5,1,4,1,
148,12,25,15,20,16,20,1,1,1,1,2,2,2,3,3,4,4,5,5,1,1,2,5,2,5,1,4,5,1,1,1,1,5,5,2,1,2,5,7,5,1,1,1,4,0,6,4,4,5,3,6,1,
149,15,12,15,5,.,16,1,1,1,1,1,1,1,1,1,3,4,4,2,2,4,3,4,4,5,1,2,4,2,1,1,1,4,4,2,4,4,4,4,5,1,1,1,2,2,2,6,4,5,1,8,1,
150,9,16,25,25,8,9,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,2,4,2,4,4,2,2,2,2,3,3,2,3,3,4,5,4,2,2,1,3,1,3,4,.,5,2,6,1,
151,9,8,6,8,12,.,4,4,4,4,5,5,5,5,5,5,5,5,4,2,2,3,3,3,4,2,3,2,2,3,2,3,4,4,2,4,3,3,5,5,1,1,1,2,1,2,3,2,5,1,6,1,
152,16,9,8,25,4,12,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,5,4,5,2,3,2,4,2,2,1,4,2,2,2,4,4,3,5,1,1,1,4,1,4,5,4,4,2,5,1,
153,12,25,20,12,12,20,3,3,3,4,4,4,5,5,5,5,5,5,5,2,2,4,5,4,4,1,3,4,2,1,1,1,2,3,4,2,4,4,5,5,1,1,1,3,1,3,6,6,5,2,8,1,
154,12,20,20,16,12,20,2,2,2,2,2,3,3,3,4,4,5,5,4,1,1,1,1,2,5,1,2,1,1,1,1,1,4,2,2,2,.,5,7,5,1,1,1,2,0,3,5,3,5,1,7,1,
155,16,16,16,16,16,15,2,2,2,3,3,4,4,4,5,5,5,5,3,2,1,5,5,4,5,1,4,5,1,1,2,1,5,5,3,2,4,5,3,4,1,1,1,2,3,2,6,4,4,1,6,1,
156,16,16,9,15,16,15,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4,2,4,5,6,5,1,1,1,3,0,2,2,2,3,1,4,1,
157,12,16,12,6,20,10,2,2,3,3,4,4,5,5,5,5,5,5,3,1,2,4,4,4,4,2,4,3,3,4,2,4,3,3,4,2,4,4,3,5,1,1,1,2,0,2,6,5,5,2,5,1,
158,9,16,20,4,4,8,2,2,2,3,3,3,3,4,4,4,4,4,4,2,1,3,4,4,5,.,2,4,1,1,1,.,2,4,2,2,.,5,4,4,1,1,1,3,2,3,6,6,5,2,8,1,
159,16,25,25,6,16,25,4,4,3,3,3,2,2,2,2,1,1,1,4,1,1,5,4,3,4,2,2,4,2,1,1,2,4,4,3,2,3,2,4,2,2,1,1,2,0,2,4,4,5,2,5,1,
160,25,15,25,25,25,15,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,5,1,5,5,1,1,1,1,5,2,1,1,1,5,5,5,1,2,1,3,0,2,4,.,5,2,8,1,
161,9,8,12,16,15,12,2,2,3,3,3,3,4,4,4,5,5,5,3,2,2,4,5,4,5,1,4,5,2,1,1,1,4,4,2,2,4,4,2,5,1,1,1,2,1,2,6,4,2,2,8,1,
162,16,15,20,9,15,10,1,1,2,2,3,3,3,4,4,5,5,5,5,1,2,5,4,4,3,3,4,5,3,1,1,2,1,4,3,2,4,3,7,4,1,1,1,2,2,2,6,5,2,1,6,1,
163,12,25,20,20,12,15,1,2,2,2,2,3,3,3,4,4,5,5,5,2,1,5,5,3,5,1,4,4,2,1,1,2,4,4,2,2,3,4,3,3,2,2,1,1,1,1,2,.,5,1,3,1,
164,20,9,9,12,16,16,4,3,3,3,2,1,1,1,1,1,1,1,4,2,2,4,4,2,4,3,4,4,2,4,2,3,4,4,2,2,2,4,3,4,1,1,1,2,3,3,4,1,3,2,5,1,
165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,4,2,4,4,3,2,2,4,2,3,2,1,2,2,3,2,3,3,.,6,1,2,1,1,0,1,4,.,5,0,4,1,
166,25,25,20,20,25,25,1,1,2,2,3,3,3,4,4,4,4,5,5,1,1,5,5,2,5,1,3,5,1,2,2,1,3,2,1,2,3,5,4,3,2,1,1,2,3,3,4,6,5,1,4,1,
167,16,9,15,4,9,12,2,2,3,3,3,3,3,4,4,4,4,4,4,2,1,2,4,2,4,1,2,2,1,2,2,1,5,4,2,5,2,5,4,4,2,1,1,3,2,3,4,6,5,2,.,1,
168,25,3,9,1,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,2,5,1,1,1,1,1,5,5,1,5,5,4,4,1,1,1,3,1,3,4,1,3,1,7,1,
169,20,20,15,15,15,25,3,3,4,4,4,4,5,5,5,5,5,5,4,2,2,2,4,3,4,2,2,4,2,2,2,2,4,2,2,2,3,4,4,4,2,2,1,1,0,1,4,.,2,0,3,1,
170,15,16,15,6,9,20,2,2,2,2,2,3,3,4,4,4,4,4,4,2,2,3,4,3,3,1,2,5,3,1,2,2,4,2,3,2,3,2,4,4,1,1,1,2,1,2,6,5,5,1,8,1,
171,9,20,20,5,20,25,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,3,5,2,3,5,5,4,4,3,.,5,4,4,3,5,5,4,2,2,2,2,2,3,1,.,5,2,.,1,
172,25,20,20,20,16,25,5,4,4,3,3,2,2,2,1,1,1,1,5,3,2,5,5,3,5,2,3,4,2,3,3,2,4,2,4,3,4,4,3,5,2,2,1,1,0,1,6,.,5,1,3,2,
173,12,15,16,12,12,16,1,1,2,3,3,3,4,4,4,5,5,5,4,2,1,2,5,4,1,1,2,4,2,1,2,2,1,2,4,4,4,5,2,3,2,1,1,2,0,2,3,5,4,2,7,1,
174,12,25,6,12,16,15,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,5,3,4,1,2,5,3,2,2,3,4,3,2,4,3,3,6,5,1,1,1,3,1,3,6,5,5,1,8,1,
175,12,.,25,20,9,25,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,4,5,4,5,1,3,2,2,1,2,1,4,3,2,2,3,5,4,5,1,1,1,2,0,2,5,3,5,2,8,1,
176,20,.,12,10,20,.,2,2,3,4,5,5,5,5,5,5,5,5,5,2,2,3,2,1,5,1,1,5,1,4,3,1,4,2,1,3,1,5,3,3,2,2,1,1,0,1,5,.,3,1,3,1,
177,20,12,16,15,25,10,2,3,3,4,5,5,5,5,5,5,5,5,4,2,2,4,4,3,4,2,2,4,2,2,2,2,4,2,3,2,4,4,3,5,1,1,1,2,0,2,1,2,5,1,5,1,
178,15,9,9,3,25,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,2,5,1,2,5,1,1,1,1,1,1,1,1,1,5,.,5,1,1,1,3,0,4,6,1,5,1,8,1,
179,20,25,20,20,15,12,1,1,2,3,3,4,4,4,5,5,5,5,4,1,2,4,4,2,5,2,2,4,2,1,1,2,4,4,2,2,2,4,4,5,1,1,1,4,0,5,5,5,5,2,8,1,
180,25,16,9,16,8,12,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,3,2,3,3,3,3,3,.,5,3,3,2,1,5,3,3,1,5,2,2,2,1,0,0,1,.,5,0,1,2,
181,9,20,20,12,9,25,1,1,2,3,3,4,4,4,4,4,4,4,4,1,2,4,5,5,5,1,3,5,1,1,1,2,5,3,3,2,4,5,6,5,2,1,1,2,0,2,6,3,5,2,8,1,
182,25,16,25,20,9,25,4,3,3,2,2,1,1,1,1,1,1,1,5,3,3,5,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,1,2,1,2,6,.,2,2,8,2,
183,5,25,25,5,15,25,2,2,2,2,2,2,2,3,3,3,3,3,4,1,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4,7,4,2,1,1,2,0,2,3,2,2,2,.,2,
184,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,5,4,4,5,4,4,2,1,1,1,2,4,2,2,4,4,.,6,1,1,1,2,0,2,1,1,5,0,4,1,
185,25,25,9,25,25,25,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,5,2,4,4,2,4,4,2,3,4,4,4,3,4,2,5,2,1,1,3,1,3,4,5,5,2,8,1,
186,16,25,20,20,12,20,3,3,3,4,4,5,5,5,5,5,5,5,2,3,2,5,4,3,4,2,4,3,2,2,2,2,4,4,2,2,3,5,3,3,2,1,1,2,1,2,2,2,5,2,7,1,
187,12,12,25,16,2,16,3,3,4,4,4,5,5,5,5,5,5,5,5,1,1,5,5,2,4,1,3,4,2,1,4,3,3,1,2,2,3,4,4,5,1,1,1,2,2,3,6,3,3,2,7,1,
188,6,15,16,4,3,15,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,4,5,5,1,2,4,1,2,2,1,3,2,4,2,2,5,7,4,1,1,1,2,1,2,5,5,2,1,7,1,
189,12,20,25,20,8,25,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,3,5,2,2,2,1,4,4,3,4,2,1,4,3,1,1,1,2,0,2,3,2,3,1,3,1,
190,6,8,2,8,4,10,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,3,4,3,4,1,4,2,3,2,2,1,3,1,3,3,4,4,5,5,1,1,1,4,1,3,6,2,5,1,8,1,
191,12,8,6,10,10,.,1,1,1,1,3,4,4,4,5,5,5,5,4,2,3,4,4,1,3,1,4,4,3,4,2,3,4,3,1,3,3,3,2,3,1,2,1,2,0,1,4,.,1,1,2,2,
192,25,25,15,25,15,16,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,3,3,4,4,4,4,2,2,2,3,4,3,3,4,3,4,5,3,2,2,2,2,0,1,4,4,2,0,2,1,
193,9,12,12,8,12,10,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,5,4,3,1,3,4,3,1,1,1,3,4,2,3,4,3,1,5,1,1,1,3,0,2,6,5,5,.,8,1,
194,16,16,16,16,9,16,1,1,1,1,2,2,2,2,2,3,3,3,4,2,2,4,4,4,4,2,3,4,2,2,2,2,4,3,4,2,4,4,3,6,1,1,1,2,0,1,1,1,5,1,.,1,
195,1,25,4,4,1,10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,5,3,1,3,3,3,3,3,4,3,2,3,2,2,3,3,3,6,2,2,2,1,3,4,1,4,.,2,1,.,2,
196,25,25,25,10,15,10,5,3,2,2,2,2,2,2,2,2,2,2,3,3,5,4,4,2,3,3,3,4,3,1,3,3,3,4,1,3,3,4,3,3,1,2,1,1,0,1,6,.,2,1,3,2,
197,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,4,2,3,.,2,4,2,2,2,2,4,2,4,4,3,5,1,1,1,2,0,1,3,1,5,1,4,1,
198,12,12,4,6,12,12,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,4,2,4,2,3,4,2,2,2,2,3,3,2,4,2,4,4,3,1,1,1,2,1,2,4,4,2,1,2,1,
199,20,9,12,10,16,10,2,3,4,5,5,5,5,5,5,5,5,5,4,3,4,4,2,2,5,2,3,2,2,5,2,2,2,2,2,4,2,5,3,5,2,2,1,1,0,1,6,.,5,1,4,1,
200,9,20,12,15,4,20,.,.,.,3,3,3,3,3,3,3,3,3,3,3,5,5,1,5,5,2,2,4,2,4,3,2,3,3,5,5,5,5,4,5,1,1,1,2,0,2,4,1,2,1,4,1,
201,6,12,10,4,15,12,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,5,2,5,4,2,5,1,1,1,4,3,4,2,3,3,2,2,3,1,1,1,2,3,2,2,1,5,1,4,1,
202,12,16,15,15,12,25,3,3,4,4,5,5,5,5,5,5,5,5,3,3,3,5,4,2,3,3,3,1,1,2,2,1,3,3,3,3,2,5,3,4,2,2,1,1,0,1,3,.,5,1,3,1,
203,12,25,10,16,6,16,1,1,1,2,3,3,3,4,4,5,5,5,5,1,4,4,5,5,5,1,3,5,3,1,1,1,4,4,2,2,4,3,4,5,1,1,1,2,0,2,6,4,5,1,8,1,
204,25,25,15,4,25,25,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,4,2,3,5,2,2,2,2,3,4,4,2,4,5,4,5,2,2,1,1,0,1,3,.,3,1,3,1,
205,12,.,25,20,6,16,1,1,1,1,1,1,1,1,1,2,3,3,4,2,2,4,4,5,4,1,2,4,2,2,1,5,4,3,5,3,4,4,2,4,1,2,1,3,0,3,6,.,1,2,2,1,
206,16,16,12,12,12,12,1,2,3,4,5,5,5,5,5,5,5,5,4,2,1,4,5,2,4,1,3,5,2,1,1,2,4,4,2,1,3,4,3,4,2,2,1,1,0,1,6,.,1,1,4,1,
207,12,12,8,12,8,6,3,3,3,4,5,5,5,5,5,5,5,5,4,2,3,4,3,3,4,3,3,4,2,2,2,3,3,3,3,2,3,4,2,2,2,2,1,2,0,2,4,.,1,0,1,1,
208,25,25,20,10,25,20,1,2,4,5,5,5,5,5,5,5,5,5,2,2,1,4,1,1,5,1,1,2,1,2,2,1,2,2,2,2,1,5,4,4,1,1,1,2,0,2,4,6,5,2,6,2,
209,25,25,.,25,25,.,5,2,2,1,1,1,1,1,1,1,1,1,5,1,1,5,5,4,5,2,2,4,5,4,2,2,4,4,2,4,4,5,3,4,2,2,1,1,.,1,2,.,5,1,2,1,
210,16,12,4,9,15,16,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,4,3,5,5,3,4,5,2,1,3,4,4,3,2,3,5,4,4,2,2,1,3,0,2,2,.,5,2,3,1,
211,12,15,8,20,9,16,2,3,3,3,3,2,3,3,4,5,5,5,4,2,3,2,3,4,5,1,2,5,1,2,2,1,4,2,1,3,2,4,2,5,1,1,1,2,0,2,1,2,5,1,4,1,
212,2,16,12,4,2,12,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,1,5,1,2,4,1,1,5,4,5,4,5,2,6,5,1,1,1,2,0,3,2,2,3,1,8,1,
213,6,12,12,8,6,15,3,3,3,3,4,4,4,5,5,5,5,5,4,2,2,4,2,4,4,1,1,2,2,4,4,1,5,2,4,2,4,4,4,5,1,1,1,2,0,2,5,4,5,1,5,1,
214,12,20,12,12,.,10,1,1,2,3,3,3,4,5,5,5,5,5,4,2,2,4,5,2,5,2,3,4,2,2,1,3,4,2,2,2,2,4,3,3,2,1,1,2,0,2,3,.,4,2,5,1,
215,6,16,20,20,16,5,3,3,3,3,3,3,4,4,4,4,4,5,3,1,2,1,4,2,4,1,4,1,1,3,1,1,5,2,1,1,4,4,6,3,1,1,1,2,2,2,5,6,5,2,8,1,
216,16,9,9,9,9,16,1,2,3,3,4,4,4,4,4,5,5,5,4,2,3,4,5,2,4,1,3,4,1,3,2,2,4,3,4,3,4,5,7,3,1,1,1,3,0,3,4,3,5,3,6,1,
217,12,16,16,10,8,10,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,4,4,3,1,2,4,3,2,2,2,2,2,2,2,4,3,6,4,1,1,1,2,1,3,6,5,5,1,8,1,
218,15,12,16,6,25,10,3,3,3,4,4,4,4,5,5,5,5,5,4,3,2,2,2,4,4,1,2,5,1,1,1,1,5,2,2,1,2,5,3,2,1,2,1,1,0,1,4,.,2,1,3,1,
219,12,15,9,16,20,20,2,2,2,3,3,3,3,3,3,3,3,3,2,4,4,4,2,4,5,1,2,4,2,2,2,2,2,3,3,2,4,4,4,5,1,1,1,2,0,2,1,2,5,1,4,1,
220,16,25,25,25,12,5,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,5,3,3,1,4,5,3,1,1,1,3,2,3,1,3,3,4,4,1,1,1,4,1,4,6,6,5,1,8,1,
221,16,20,8,10,8,20,4,3,3,2,2,2,2,1,1,1,1,1,4,1,1,5,5,3,5,1,3,5,1,1,1,2,1,4,2,4,2,5,.,5,1,1,1,2,0,1,3,1,1,0,3,1,
222,12,20,20,20,12,10,1,1,1,1,2,2,2,2,2,3,3,3,4,1,2,3,4,1,5,2,3,3,2,2,2,3,2,2,2,2,2,4,3,2,2,1,1,2,2,2,3,2,2,2,4,1,
223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,5,3,2,5,2,4,3,2,2,3,4,3,3,2,4,2,7,5,1,1,1,2,0,1,5,5,4,2,7,1,
224,25,12,12,20,25,12,1,2,2,3,3,4,4,5,5,5,5,5,2,2,1,2,4,1,1,1,1,5,1,1,1,1,5,5,1,1,1,5,4,3,1,1,1,3,0,1,4,2,5,2,4,1,
225,9,16,12,15,16,16,2,3,3,4,4,4,4,5,5,5,5,5,5,2,2,4,4,5,4,1,4,4,2,2,1,2,1,4,2,2,4,4,6,5,1,1,1,2,0,2,4,4,5,2,7,1,
226,16,15,12,12,16,16,4,4,4,3,3,2,2,2,1,1,1,1,3,1,1,4,5,5,4,3,3,4,2,2,1,3,4,2,4,2,4,3,3,5,1,1,1,3,0,2,5,4,5,2,.,1,
227,15,16,16,12,10,20,2,2,3,3,3,4,4,5,5,5,5,5,4,2,2,4,1,5,5,5,3,4,2,2,2,2,4,4,4,2,5,5,5,5,1,1,1,2,0,2,6,2,5,1,7,1,
228,15,25,25,10,9,25,3,4,5,5,5,5,5,5,5,5,5,1,4,1,4,2,5,3,5,1,4,5,1,1,1,1,4,4,1,5,3,5,4,4,1,1,1,2,3,3,6,6,2,1,8,1,
229,15,16,15,6,25,15,3,3,3,3,3,3,3,3,4,4,4,5,4,1,1,4,5,3,4,1,3,4,2,2,2,3,4,4,2,2,4,4,4,5,1,1,1,4,2,3,6,6,5,2,8,1,
230,25,25,9,25,25,25,2,2,2,5,5,5,5,5,5,5,5,5,3,2,3,4,1,2,5,2,3,4,3,2,1,3,3,3,2,2,3,3,5,5,2,1,1,2,0,2,2,2,5,2,7,1,
231,9,25,25,20,9,12,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,4,5,3,5,1,3,4,1,2,3,1,4,4,2,4,2,5,4,5,1,1,1,3,0,2,6,6,3,2,8,1,
232,3,25,25,9,20,15,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,4,4,2,1,2,5,4,1,1,1,3,2,4,2,3,2,5,5,2,2,1,1,.,1,4,.,5,1,2,1,
233,12,16,20,12,16,.,1,1,1,2,2,2,2,3,3,3,3,3,4,2,2,2,4,4,2,2,1,4,2,2,2,2,2,4,2,4,3,3,5,5,1,1,1,2,0,2,4,4,4,1,6,1,
234,12,16,3,2,3,9,1,1,1,1,1,3,3,3,3,3,3,3,5,1,1,5,5,2,4,1,5,5,2,2,1,1,5,5,1,1,3,5,1,4,1,2,1,2,1,2,6,.,3,2,5,1,
235,9,9,6,4,2,9,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,4,4,3,4,1,3,4,3,2,2,1,3,2,4,2,3,3,3,4,1,1,1,2,3,4,4,4,2,2,7,1,
236,12,20,20,16,25,20,2,4,4,5,5,5,5,5,5,5,5,5,4,2,1,4,5,4,4,1,2,4,2,1,2,1,5,2,2,2,4,4,5,5,1,1,1,3,0,4,6,4,3,3,8,1,
237,25,20,16,25,20,5,1,1,2,2,3,4,5,5,5,5,5,5,5,3,5,4,4,5,5,1,4,5,2,2,2,1,4,2,4,2,4,4,7,4,1,1,1,6,2,4,4,3,5,1,5,1,
238,12,16,20,8,16,8,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,2,4,3,5,1,4,4,1,1,1,1,4,4,2,2,4,4,5,4,1,1,1,3,1,4,5,4,5,3,8,1,
239,9,16,25,9,20,8,2,2,2,3,3,3,4,4,4,4,5,5,5,1,1,3,5,4,3,1,3,5,2,1,1,1,5,2,2,1,3,5,4,5,1,1,1,3,0,2,5,4,2,2,8,1,
240,25,16,20,25,12,20,1,2,3,4,5,5,5,5,5,5,5,5,4,2,2,3,3,4,5,1,2,1,5,5,5,2,2,3,4,5,5,5,2,3,2,2,1,3,1,2,4,.,5,1,6,1,
241,15,15,15,20,20,20,3,3,4,4,4,4,4,5,5,5,5,5,4,1,2,4,4,4,4,1,3,5,1,1,1,1,5,4,2,2,4,4,7,5,1,1,1,3,2,3,4,3,5,2,8,1,
242,15,25,9,25,25,25,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,4,5,5,1,2,2,1,4,1,1,2,4,2,1,5,5,5,3,1,2,1,1,0,1,6,.,2,1,5,1,
243,20,16,20,5,10,15,1,1,1,1,1,1,1,2,2,3,4,4,5,1,2,4,5,3,4,1,3,5,3,1,1,1,5,2,2,2,3,4,4,5,1,1,1,3,0,3,6,2,5,1,8,1,
244,20,25,25,25,20,25,3,3,3,4,4,4,4,4,5,5,5,5,4,1,2,5,5,4,5,1,3,4,2,1,1,2,4,2,2,1,2,5,4,3,2,2,1,1,0,1,4,.,4,1,3,1,
245,15,16,16,15,25,10,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,4,5,4,3,2,.,5,3,1,1,2,2,2,2,4,4,3,.,6,1,1,1,2,0,2,5,4,5,0,8,1,
246,20,16,16,25,16,16,4,4,3,2,2,2,2,2,2,2,2,2,4,1,3,5,5,3,5,1,2,2,1,1,2,1,2,3,4,4,4,5,5,3,1,1,1,1,2,2,4,4,5,2,5,1,
247,20,9,9,25,20,.,1,1,2,2,3,3,3,4,4,5,5,5,4,2,1,4,4,.,5,1,3,5,2,1,1,2,5,3,3,1,3,2,3,5,2,1,1,2,0,1,4,4,5,2,7,1,
248,16,25,25,15,16,25,3,3,4,4,4,4,5,5,5,5,5,5,5,1,5,4,5,4,5,1,1,4,2,5,5,1,4,1,4,2,4,5,.,5,2,1,1,2,0,1,5,3,5,2,3,1,
249,15,15,10,25,15,25,2,2,2,2,2,4,4,5,5,5,5,5,4,2,3,2,5,5,5,1,1,5,1,1,1,1,4,3,5,1,4,5,7,4,1,2,1,1,0,1,6,.,3,1,5,1,
250,12,20,25,5,25,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,5,4,4,1,3,4,3,2,1,1,5,5,4,1,4,4,3,5,1,1,1,2,2,2,5,5,4,1,8,1,
251,8,20,16,15,8,20,1,1,1,2,2,3,3,3,3,4,5,5,4,1,2,4,4,2,5,1,3,2,2,3,3,2,4,2,2,2,2,5,2,3,2,1,1,2,0,3,3,4,1,2,5,1,
252,15,16,12,9,12,20,1,1,2,2,2,3,3,3,3,3,3,4,4,2,2,3,4,4,3,2,2,4,2,2,2,2,4,2,2,4,3,2,2,2,1,2,1,2,0,2,6,.,2,0,2,1,
253,12,25,9,3,9,10,2,2,2,2,3,3,4,4,5,5,5,5,3,2,2,4,2,4,5,2,3,4,3,4,2,3,4,.,.,.,.,.,4,3,1,1,1,2,1,3,.,.,2,2,.,1,
254,25,25,25,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,1,1,1,5,5,5,5,5,5,1,1,1,2,2,5,6,2,5,1,8,1,
255,1,25,25,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,5,5,1,1,1,1,5,2,1,1,2,5,4,5,4,3,3,1,1,1,3,4,4,6,6,3,2,6,1,
256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3,2,2,3,3,4,2,2,4,2,2,2,2,3,3,2,4,4,3,.,6,2,2,2,4,1,3,4,.,5,2,1,1,
257,25,9,8,5,20,8,3,3,3,4,4,4,5,5,5,5,5,5,5,1,2,4,4,3,4,2,4,5,2,2,1,3,2,4,2,2,2,4,6,2,1,1,1,2,1,2,5,2,5,2,7,1,
